"Bardzo 'ciekawie' wyglądają ceny API(Piszę, w wątku o zwolnieniach, bo jest dużo szumu jak to zastąpi analityków danych). Zakładając, że chcesz wysłać CSV zawierający 1000 wierszy do API, to kost wejściowych tokenów wyniósłby około. (8000 * 0.06)/1000 tj.0.48$ 123,100,1683670098 -> około 8 tokenów (id, ilosc, timestamp) Nie liczę kosztu wyjściowych, bo to zależy od analizy itd. Ciekawie, jak będą wyglądały ceny 'code interpreter', bo cały Twitter już stwierdził, że to nowy analityk danych, jednak jeżeli koszty będą porównywalne z API, to wielu się zdziwi i zrozumie, że czasami oprogramowanie zbudowane do konkretnego celu daje lepszy koszt/efekt.;"
"Jeszcze dwie rzeczy trzeba było zmienić, aby projekt dało się skompilować i uruchomić na innych platformach. Natywny uchwyt okna (typu HWND) na innych platformach jest zbędny, więc trzeba go było otoczyć dyrektywami. On jest używany tylko na Windows i tylko do aktualizacji stanu progressbara przycisku na pasku zadań — ten progressbar pokazuje jaką część czasu klatki gra zużywa na jej wygenerowanie. Im krótszy pasek postępu, tym mniej czasu CPU gra wymaga do działania. No i jak zwykle zapomniałem o zastąpieniu separatorów ścieżek na wieloplatformowe. Codebase pierwszego Fairtrisa był pisany z myślą o Windows, więc separatory były hardkodowane (znaki \) — zamieniłem je na stałą DirectorySeparator, która zawiera separator natywny dla danej platformy. Pierwwze testy wykazały, że projekt się kompiluje, uruchamia się i działa poprawnie. Teraz tylko pasuje sprawdzić czy kluczowe funkcje również działają i to w sumie tyle, jeśli o portowanie chodzi — resztę ogarniają wieloplatformowe RTL, FCL, LCL i SDL.;"
"Warto iść w tym kierunku, zwłaszcza jak masz do tego smykałkę. Co do PowerBI i certyfikacji to nie przywiązuj się za bardzo do narzędzia. W końcu to tylko kawałek UI, który można zastąpić innym (Tableu, Qlick). Ważne żeby dane pod spodem były ok. Pytanie czy chcesz iść bardziej w stronę analityka danych czy inżyniera danych. Różnica jest taka, że często analityk zajmuje się zbieraniem danych, dokumentacją, katalogowaniem, a inżynier danych mięsem czyli buduje pipeline'y do przetwarzania, integracji i analizy danych korzystając z dostępnych narzędzi. Na pierwszy rzut oka wydaje mi się że celujesz w inżyniera danych, więc tutaj SQL, Python, Jupyter Notebooks, bazy relacyjne i nierelacyjne, narzędzia do ETL (Airflow, Argo, Apache Spark, Hadoop), projektowanie hurtowni danych, data lake'ów no i chmura (AWS, Azure, GCP). Dużo programowania i zabawy z infrastrukturą IT. Dużo nauki, ale też dużo funu :);"
"@lukasz21212121: Z tym zatrudnieniem drugiej osoby chodzi o to, że kiedyś w naszej firmie pracował senior z naprawdę solidnym doświadczeniem, pracował samemu, no ale coś się stało i złożył wypowiedzenie, a firma pilnie musiała znaleźć kogoś w jego miejsce, bo wszystko by stanęło... Jako że ja na swojej rozmowie rekrutacyjnej do II linii wsparcia wspominałem, że chciałbym rozwijać się w stronę baz danych, tak też zaproponowano mi możliwość zastąpienia tego kolegi - na początku było ciężko.. mega ciężko, bo jednak zaczynałem od zera po ekspresowym wprowadzeniu, ale po czasie było już okej i tak teraz szczerze myślę, że takie wrzucenie mnie na głeboką wodę było całkiem ok - bo w stresie i pod presją czasu naprawdę dużo się przez to nauczyłem Firma teraz po prawie 2 latach chce się zabezpieczyć się na ewentualny pododbny przypadek i woli mieć dwie osoby - bo jakby jedna złożyła wypowiedzenie, to przynajmniej druga nadal będzie w stanie ogarniać całość No i też drugim powodem jest to, że chcą nam pod koniec tego roku dodać zajmowanie się bazami PostgreSQL i DB2, gdzie tych pierwszych jest całkem sporo Miasto to ok 100 tysięczne, południowa polska, firma to kapitał polski, obsługujemy sporego polskiego klienta To co najczęściej robię to m.in (pisze na szybko z głowy). instalacja nowych baz, konfiguracja nowych i starych środowisk, analiza logów, rozwiązywanie problemów, realizacja zgłoszeń, migrowanie starych środowisk do nowych, monitorowanie obciążenia, testowanie, przygotowanie dokumentacji/raportów, współpraca z firmami zewnętrznymi, odpowiednie dostrajanie środowiska, recovery testy, no i ogólnie - zapewnienia ciągłości pracy - tak aby wszystko działało jak należy    Dzięki wszystkim za odpowiedź :-);"
"Zarobki pominę milczeniem W sumie wygrałeś los na loterii. Przez dwa lata mogłeś się uczyć na środowisku produkcyjnym, a tego nie zastąpi żaden  kurs czy książka Drugi człowiek jest zabezpieczeniem  w sytuacjach losowych np. wypadek, ale nie daje 100% gwarancji. Znam przypadek gdzie w tym samym czasie odeszło do konkurencji dwóch administratorów szczęściem dla firmy został jeszcze trzeci co zapobiegło naprawdę nieciekawej sytuacji.;"
"Porównanie jest bez sensu, bo nie wiadomo co porównujemy. Ktoś może wrzucać poprawki stylistyczne, a ktoś inny zaimplementuje błyskotliwy algorytm. Jeśli ktoś chce porównać efektywność zespołów to niech zrobi eksperyment polegający na podmianie danego zespołu innym. Czyli w tym przypadku byłaby to wymiana męskich zespołów programistów na żeńskie i vice versa (żeńskich na męskie). Po czymś takim, w perspektywie kilku lat, można by sprawdzić zmiany w efektywności dostarczania wysokiej jakości oprogramowania. Poza tym, jaki ma być cel takich wojen międzypłciowych, międzyrasowych, itp itd? Jakieś komunistyczne centralne sterowanie? Dotacje, parytety, bojkoty, utrudnienia czy ułatwienia mające na celu uprzywilejowanie firm zatrudniających kobiety bądź uprzywilejowanie samych kobiet są właśnie takim komunistycznym centralnym sterowaniem. Wolny rynek polega na tym, że to kupujący decyduje sam u kogo będzie kupował i co jest dla niego dobre, a nie ktoś inny. Pracodawca kupuje pracę i na wolnym rynku tylko od niego zależy komu da pracę i za ile. Pracuję w międzynarodowej korporacji i mimo, że oficjalna propaganda głosi, że ludzie wszystkich krajów są sobie równi, to jednak usłyszałem od kadry zarządzającej, że by np zastąpić dwóch Brytyjczyków trzeba zatrudnić pięciu Hindusów, by utrzymać wydajność tworzenia oprogramowania. Na tym forum też wszyscy równo leją z Hindusów, niezależnie od preferencji politycznych. Parytety mają też niespodziewane (dla ich zwolenników) konsekwencje. Mogą np mieć efekt odwrotny od oczekiwanego jak tutaj: Sweden set to scrap university gender quotas W skrócie:  w Szwecji 60% ludzi studiujących to kobiety (podobnie jak w Polsce), zastosowano parytety płci dla obu płci, kierunki ""veterinary medicine, dentistry, medicine, and psychology"" były oblegane przez wysoko wykwalifikowane kobiety, ale przez wzgląd na parytety dostali się na nie słabi mężczyźni, 95% ludzi uwalonych przez parytety to kobiety, kierunki zdominowane przez mężczyzn były mniej dotknięte parytetami, bo nie było na nich tak dużej nadpodaży kandydatów, z powodu efektu odwrotnego niż oczekiwany, parytety zostały zniesione (o ile dobrze pamiętam; było to w innym artykule),  Wniosek z tego taki, że mężczyźni to ludzie dosłownie gorszego sortu. Jeżeli jakiś program rządowy pomaga kobietom to jest wszystko cacy, ale jeśli w imię równości przypadkowo pomoże się mężczyznom to już jest dyskryminacja kobiet i trzeba z tym skończyć. No i na koniec - podobny temat już jest: Czy kobieta programistka może liczyć na ""fory"" w zmaskulinizowanym świecie IT?;"
"Moim zdaniem całkiem słusznie xD chociaż nie powiedziałabym, że absolwenci finansów są średnio rozgarnięci ;) To dość pojemne pojęcie i dużo rzeczy w to wchodzi. Moimi słowami to ta praca polega na tym, aby z dostępnych źródeł danych wyciągnąć użyteczne dla biznesu informacje, które często są potem podstawą do podejmowania ważnych decyzji w biznesie - np. na podstawie dostępnych danych projektujesz kryteria oceny i oceniasz, które agencje, z którymi współpracujemy, pracują najlepiej. Wtedy biznes może te, które pracują najgorzej albo zastąpić kimś innym, albo postraszyć, że jak nie zwiększą efektywności, to stracą zlecenia od firmy. Tak samo można oceniać wydajność pracowników, kondycję firmy albo w ogóle cokolwiek. Biznes zadaje pytanie - Ty podajesz odpowiedź. Do BI należy też scoring klientów, czyli analiza ich zdolności kredytowej. I o ile sam koncept jest wszędzie raczej ten sam, o tyle narzędzia do realizacji BI są bardzo różne. To może być mniejszy lub większy zespół analityków, którzy robią raporty w Excelu (na podstawie danych wyciągniętych z bazy za pomocą SQL), ale mogą to być też bardziej rozbudowane narzędzia, w skład których wchodzą interaktywne raporty, automatycznie generowane statystyki co jakiś czas (np. codziennie, co tydzień, co miesiąc) itp. Dlatego też zarobki mogą być bardzo różne, bo i wymagane kompetencje mogą być inne. Z tego co wiem największe są dla ludzi, którzy ogarniają duże komercyjne narzędzia, takie jak Tableu (coś jak baza danych Oracle czy SAP). My mamy autorski system napisany od postaw w oprogramowaniu open source - IMO całkiem rozbudowany. Ma wiele z tych funkcji, za które w wersji płatnej trzeba zapłacić 10 000$/msc + trochę fikuśnych funkcji nie oferowanych nigdzie indziej. Moim zdaniem Business Intelligence jest często niedoceniane - głównie przez typowych programistów, którzy w ogóle nie wiedzą co to i po co to, bo i potrzeby biznesu średnio przeciętnego programistę interesują... natomiast popyt rośnie, bo firmy zdają sobie powoli sprawę, jak dużo korzyści może przynieść posiadanie takiego działu u siebie. Natomiast z drugiej strony jest to dział trochę typu R&D, czyli IMO bardzo przydatny, ale nie niezbędny do funkcjonowania firmy, więc ze stabilnością zatrudnienia oraz zarobkami w takim sektorze może być różnie (od bardzo wysokich przez mierne, w zależności od tego, jak mocno firma chce w coś takiego zainwestować). No i przeciętnemu programiście też wydaje się często, że ""a po co to, a na co to, jak SQL można samemu sobie napisać"", a w praktyce:  programiści często zapominają, że tego typu analizy są dedykowane osobom całkowicie nietechnicznym (menedżerom), które nie wyciągną sobie same danych z bazy, a jednak potrzebują do nich dostępu, i potrzebują je mieć w przejrzystej formie jak posadzisz programistę do zrobienia analizy, to nie każdy będzie umiał to zrobić, chociaż pewnie każdemu będzie się to wydawało ""takie proste"" ;) Już raz dostaliśmy od IT wzór raportu, jaki chcą, i myślałam, że jak od IT przyjdą wymagania, to będzie super, a musieliśmy całość zaorać i zrobić samemu od podstaw, bo w ogóle nie mieli pojęcia, jak się do tego zabrać ;)  Natomiast nie uważam też, aby to, że ""pracuję w BI"" to był jakiś dobry powód do puszenia się, bo część analityków wcale pewnie nie zajmuje się żadną rocket science, a ich codzienne zadania mogą być stosunkowo łatwe / nudne. Zależy, co kto robi - poziom może być różny, od wyciągania zupełnie podstawowych statystyk za pomocą prostych SQL i wklepywania ich do Excela, po skomplikowane algorytmy uczenia maszynowego i dość złożone aplikacje prowadzące do prezentacji tych danych... Zależy, co kto robi.;"
"Ja bym wybrał Python, jest dużo łatwiejszy od Javy, do tego Django i PostgreSQL. Zarobki wcale nie małe, a z czasem Ruby i Python zastąpi wysłużone PHP.;"
"Jakość kodu nie zależy od wielkości firmy,czasu projektu czy budżetu tylko w największym stopniu od zespołu. Najlepsi programiści z Polski w większości siedzą za granicą, na rynku jest bardzo dużo młodych, niedoświadczonych koderów i trochę mniej przeciętnych. Średnio na zespół 6 osobowy przypadają 1-2 dobre osoby. Te dobre osoby nie uciągną całego projektu same i nie mają czasu poprawiać kodu po swoich mniej doświadczonych kolegach. Kolejna sprawa - pisanie od 0 to zamrożenie produkcji na N miesięcy, podczas których nie masz możliwości walczenia na rynku a całość inwestycji jest obarczona ogromnym ryzykiem (bo nikt Ci nie zagwarantuje, że jak przepiszesz połowę kodu, to będzie lepiej, a z drugiej strony masz gwarancję, że w tym czasie nie zrealizujesz nowych featureów/założeń biznesowych). Ponadto w niektórych firmach panuje takie podejście, że każdego programistę można zastąpić skończoną liczbą studentów - przy takim podejściu raczej ciężko o dobry kod.;"
"Jest bardzo źle... Co prawda AI nas nie zastąpi, ale 1/4 firm planuje zwolnienia. Tak więc jak ktoś ma dostęp to proszę niech sprawdzi kto nas zastąpi, skoro nie AI to obstawiam:  Hindusów / kraje low-cost low code / no code wezwania do wojska;"
"Trochę już pracuje w IT  i do końca nie mogę zrozumieć nagłego nasycenia rynku. Np w fintechu zeszły rok wiele banków i instytucji finansowych miało tłusty i obfity dochód ale projekty IT dalej wstrzymywali/cięli. Co jest dziwne w branży nie możesz po prostu przestać inwestować w IT bo jest wysoce kompetytywna a do tego nigdy żadna aplikacja/usługa nie jest wieczna. Potrzeba updatów, nowych alternatywnych pomysłów. Kto pamięta naszą klasę czy gadu gadu albo my space? Facebook/Meta też nie będzie wieczny to samo dotyczy OS czy frameworków. Wniosek jest taki, że rynek wiecznie nie będzie 'nasycony' chyba, że mamy zacząć się cofać w rozwoju (back to the monkey). Jakoś nie mogę uwierzyć, że rozumni ludzie liczą na to, że Devil czy inne AI wszystko zastąpi a ludzkość nareszcie będzie mogła się skupić na roli i tyraniu na pańszczyznę.;"
To panie kolego za konsultacje się płaci a nie robi jakieś udawane rekrutacje. Dodatkowo jak mam się dołożyć do stworzenia maszyny która ma zniszczyć ludzkość a przynajmniej zastąpić programistów to trzeba będzie doliczyć parę %.;
"i właściwie przez słuchanie randomów z forum robimy programistę w stylu Chat GPT, łatwego do zastąpienia tymże czatem;"
"Jest inna architektura, bo event driven w gui programach, do tego windows ma coś typu watchdog i jeśli aplikacja nie zapyta się systemu przez jakiś czas czy są nowe eventy to uznaje za zawieszony. Przychodzą eventy do odświeżenia gui, resize, wyjścia z programu, kliknięcia buttona i tu pewnie masz jakiś onClick event, który twoją funkcję wywoła, a ten śpi sleepem i nie wraca do głównej pętli to system uznaje za zawieszony. Sama konsola to jest terminal, w nim bash odpalasz i potem twoją apkę, chodź można też otworzyć to inaczej, bezpośrednio w terminalu apkę bez basha, dodatkowo są też różne sposoby otworzenia, fork i bez czyli zastąpienie procesu innym. Jest trochę inaczej bo terminal to jakby kolejna aplikacja, która przesyła wejście stdin do aplikacji i stdout wypisuje ci na ekran z niej, więc tak jakby masz dwie aplikacje, jedna która przesyła strumień danych i odbiera, a druga co je przetwarza więc jest asynchroniczne przetworzenie. W aplikacjach sterowanych eventowo nie można od tak zawiesić sobie sleepem pętli głównej bo tam się dzieją rzeczy typu odrysowanie okna, przychodzą do tej pętli zdarzenia np. naciśnięcie przycisku na klawiaturze, ruch myszką czy naciśnięcie i po prostu nie zostaną dostarczone messages głównej aplikacji zarządzającej gui całego systemu tym CSRSS.exe. Ja w debugerze wielokrotnie przechodziłem od eventa przez całą kolejkę wiadomości do danej funkcji, która ją wykonywała. Można w ten sposób i się nauczyć jak coś działa i zrozumieć funkcję, której się poszukuje tym samym ją znajdując.;"
"Ludzie mają problem napisać wymagania zrozumiałe dla drugiego człowieka, nawet po kilku callach są nadal wątpliwości a ty byś chciał żeby tak od strzała programistów zastąpić jakimś średnio udanym toolem. Ja poprosiłem ChatGPT o to żeby mi powiedział jak poszerzyć dysk fixed size w VM Box - cuda mi naopowiadał i naobiecywał :) wg mnie to narzędzie zrobi karierę w polityce, ale na pewno nie w inżynierii czy medycynie.;"
"Kilka miesięcy i ludzie o nim zapomną, cały sztuczny szum który się teraz wokół niego rozkręca jest spowodowany spowolnieniem gospodarczym i cięciem etatów w firmach z branży IT. Tak, jest to fajny tool i czasami pomocny, ale nie ma szans aby zastąpił prawdziwego programiste (czyli nie juniora) znającego technologie i domene w której pracuje.;"
"Mi się wydaje że z GPT-5,6,... biedne kraje staną się jeszcze biedniejsza a bogate jeszcze bogatsze. Już wyjaśniam: generalnie w pierwszej kolejności na automaty przesiądą się Ci którzy już poprzednio próbowali ograniczać koszta przez outsourcing. Także firmy ubezpieczeniowe, banki ogólnie sfera poza stricte IT. Jeżeli pojawi się jakiś dostawca usług IT w stylu GPT Outsourcing Poland i kod będzie porównywalny z kodem hinduskim a cena 30% to firmy zaczną korzystać po wypróbowaniu produktu na kilku ""pilotach"". Z drugiej strony zawód analityka przeżyje renesans, ktoś w końcu musi z tym GPT rozmawiać i to raczej nie będzie pan prezes bo on nie ma ochoty omawiać tych 273 branchy flow do aktywacji karty kredytowej. Zapewne przy GPT-100 ta jedna osoba zastąpi nie tyle wszystkich programistów co cały dział IT! Natomiast w bogatych krajach ludzie dosłownie rzucą się na AI. Już teraz z GPT integruje się kto tylko może. Rynek zaleje fala nowych produktów, to spowoduje wzrost gospodarczy i jeżeli za GPT pójdzie zwiększenie produktywności to wzrośnie również bogactwo tych krajów. To że jedna osoba może zrobić robotę 3 oznacza że usługa będzie tańsza, ergo zwiększy się na nią popyt. Oczywiście część ludzi straci pracę, jak dużo ciężko to teraz przewidzieć. Generalnie biznes ma to do siebie że stara się pozbyć zbyt drogich pracowników, jak programiści będą tańsi to i presja na pozbywanie się ich zmaleje.;"
"Na tym etapie - po co w ogóle kod? Jeśli AI jest takie sprytne, to niech nie tworzy kodu w języku programowania, tylko od razu niech tworzy bajtkod. No i też po co pisać input dla AI? To też bezproduktywne? Przecież można by łatwiej. Gdyby tylko zrobiono coś takiego, że dałoby się wyklikać aplikację i napisać w języku naturalnym logikę, a później AI automatycznie przerobiło by to na bajtkod! To programiści by potracili pracę jak muchy! XD Tylko... że to już było. Jeszcze niedawno się ludzie zachwycali low-code. Czy należy więc oczekiwać, że kolejna fala low-code, opierająca się na AI wreszcie zastąpi programistów? Nie sądzę. Mam wrażenie, że zataczamy ciągle koła wokół wariacji na temat tych samych dwóch idei.  zastąpienie ""trudnego"" programowania przez ""łatwe"" pisanie komend w języku naturalnym albo zbliżonym do naturalnego zastąpienie programowania przez klikanie myszą i wyklikiwanie apek (nocode, lowcode itp.)  I potem ciągle się okazuje, że ""to nie było prawdziwe AI"" albo ""klikanie nie starcza"". Tylko, że:  jeśli programowanie jest za trudne, to może potrzebujemy po prostu łatwiejszych w użyciu (tj. bardziej wysokopoziomowych) języków programowania (i lepszych bibliotek/ekosystemu i łatwiejszych w obsłudze API), a nie protezy za pomocą asystenta, który napisze kod za ciebie. Czyli może lepiej budować kompilatory, frameworki, tooling zamiast nieprzewidywalnego AI klikanie apek się sprawdza w niektórych działkach (gamedev), a w innych działkach niekoniecznie się to przyjęło;"
"A dzisiaj mój rekrutacyjny WTF! Rozmowa o OE, ponad 10k$, gamedev. Techniczna przeszla super. Niestety na końcu dostaje ZADANIE DOMOWE. Myślę sobie - gardze zadaniami i je bojkotuje. Szkoda, ze wczesniej nie mowili. Czytam to zadanie. Ze zdziwieniem stwierdzam, ze konsolówka z bazami danych i duzo algorytmów (wtf. przeciez ja pracuje w gamedevie). Jako, ze tylko gamedevu chatgpt nie ma szans zastapic to dopalam płatną subskrypcje, wrzucam zadanko, czat GPT robi brrrr.... chat, dopisz dokumentacje, git push. Dzisiaj dostaje pozytywny feedback XD. Bez chataGPT pewnie by mi zeszlo z 10-12 godzin. Tak poswiecilem pewnie z 40 minut na sklejenie tego w całość (mogłem pewnie w 20 sie wyrobic, ale nazwy niektorych zmiennych zmienilem, bo byly obciachowe.);"
"Meanwhile, GPT-4 (Ten co was zastąpi jutro) public static void main(String[] args) {         Properties props = new Properties();         props.put(""bootstrap.servers"", ""localhost:9092"");         props.put(""group.id"", ""test-group"");         props.put(""key.deserializer"", KafkaAvroDeserializer.class.getName());         props.put(""value.deserializer"", KafkaAvroDeserializer.class.getName());         props.put(""schema.registry.url"", ""http://localhost:8081"");         props.put(""specific.avro.reader"", ""true"");          KafkaConsumer<String, GenericRecord> consumer = new KafkaConsumer<>(props);         consumer.subscribe(Collections.singletonList(""topic-a""));          Properties producerProps = new Properties();         producerProps.putAll(props);         producerProps.put(""key.serializer"", KafkaAvroSerializer.class.getName());         producerProps.put(""value.serializer"", KafkaAvroSerializer.class.getName());          KafkaProducer<String, GenericRecord> producer = new KafkaProducer<>(producerProps);          while (true) {             ConsumerRecords<String, GenericRecord> records = consumer.poll(100);             for (ConsumerRecord<String, GenericRecord> record : records) {                 GenericRecord value = record.value();                  // Assuming all fields are of type String for simplicity                 value.getSchema().getFields().forEach(field -> {                     String oldValue = value.get(field.name()).toString();                     String newValue = oldValue.toUpperCase();                     value.put(field.name(), newValue);                 });                  producer.send(new ProducerRecord<>(""output-topic"", record.key(), value));             }         }     } };"
"A przepraszam, do czego niby potrzebne poparcie ulicy? Wiesz, ze w Poznaniu były protesty w amazonie? No wlasnie, ja dowiedzialem sie przez przypadek. Czy amazon jest potrzebny do życia? Sa inne sklepy, magazynierow latwo zastapić, ale... protest ma działanie wewnętrzne. Paralizuje dzialanie firmy i naraża ją na koszty pokazuje, że jezeli nie bedzie sie szanować pracowników, to zrobią (z resztą zgodnie z prawem) pod górkę. Ciekawe, o ile te cudowne akcje google, na ktore tak patrzy ten ich ceo z kraju kurkumy by spadły, gdyby w internecie pojawialy sie informacje, ze cala zaloga google zaczela strajkowac/protestować. Jeszcze raz przypominam, ze unity chcialo wprowadzic oplace, w internecie pojawil sie protest i tego samego tygodnia CEO wylecial, a firma z bończucznych zapowiedzi się wycofała, bo akcje spadły.;"
"Fajnie za Figure 01 potrafi nasladowac czlowieka. Czyli pewnie za miesiac naglowki ""Pierwszy programista AI"" zostana zastapione przez np. ""Pierwszy gwalt dokonany przez robota"". I wtedy nie tylko programisci czy np. magazynierzy ale tez przestepcy straca prace.;"
Ciekawe kiedy roboty zastapia politykow. Mysle ze niektorych Chat GPT 3 bije na glowe inteligencja juz teraz.;
"Za 2+ lat rynek się uspokoi, Chatgpt pozostanie ciekawostką jak wiele innych technologicznych rewolucji które dalej są tylko ciekawostką(Autonomiczne pojazdy, VR etc) i będzie można odsyłać młodzików którzy myślą że trzeba posiadać wielkie zdolności analityczne aby zostać programistom do wątków ""Chatgpt zastąpi programistów"" jako motywacja do dalszej nauki.;"
"Który z tych punktów odnosi się do zastąpienia programisty? Jeżeli w 4 iteracji nie jest w stanie napisać działającego kodu który rozwiązuje trywialny problem, w izolowanym środowisku, bez pomocy programisty, to kiedy będzie w stanie rozwiązać problem w szerokim kontekście bez pomocy programisty? Łatwo jest zauważyć, że jeżeli kod robi coś innego od tego jak wygląda np. async to gpt-4 się gubi i nie ma tutaj progresu od gpt 3.5. Jak niektórzy tutaj wspomnieli wynika to z faktu, że jest to model językowy a nie inżynieryjny.;"
"próbowałem,nic, chat gpt powiedział że w urls.py trzeba zastąpić funkcję patterns, funkcjami path i re_path, spróbuję w poniedziałek;"
"Oczywiście można takie proste problemy objaśniać ""ręcznie"". Ale akurat w takich przypadkach nie trzeba się fatygować i automat może zastąpić nauczyciela... https://chat.openai.com/share/27932782-d6b5-4ecf-bdea-3127fc32d47f;"
"@Nofenak: nie używałem, ale wygląda, że https://github.com/json-path/JsonPath#filter-predicates może być funkcjonalnością, o której piszesz (tj. zastąpienie stringly typed expression czymś silniejszym).;"
"Miejmy nadzieję, że czacik GPT zastąpi tych darmozjadów w ciągu kilku lat. Tylko kto zwolni tych wszystkich nepotków?;"
"Problemem XMPP w tamtych czasach było to że chcieli mieć do wszystkiego bramkę. To miało być niby tymczasowe a skończyło się tak, że nikt faktycznie nie przechodził na XMPP. Utrzymanie stanu obcych protokołów to było mega wyzwanie i skazane na porażkę, bo mało który wtedy dawał dostęp. Trzeba było robić inżynierię wsteczną... Wymiana plików była ale fakt mało który umożliwiał rozmowy głosowe. Dzisiaj to już jednak nie problem.  Jak ktoś traktuje XMPP jako bramkę do innych protokołów to tak może i jest... XMPP miało zawsze zastąpić te wszystkie legacy protokoły. Rejestrujesz się na serwerze X i masz dostęp do znajomych jak na serwerze Y. Coś jak z pocztą e-mail. Niestety dzisiaj chodzi o kasę a nie o wolność komunikacji. btw, Wracając jednak do Discorda. To wy nazywacie to serwerem 4programmers a to przecież nie jest serwerem tak jak się to normalnie rozumie jak w poczcie email czy xmpp. Macie tam tylko wydzieloną przestrzeń a nie jakby oddzielny serwer, który się łączy z innymi serwerami w Discord?;"
"Nikt nie przechodził, bo XMPP nie pozwalał na normalną komunikację. Rozmowy grupowe to była jakaś padaka, znajdowanie pokoi, zarządzanie uprawnieniami, wszystko super rozszerzalne i jednocześnie kompletnie nieużywalne. Nic dziwnego, że Fb i GTalk z tego zrezygnowały, nie miało to sensu.  No miało zastąpić, ale nie zastąpiło, bo po prostu było do niczego dla zwykłego użytkownika. Wolność komunikacji masz dalej, jak chcesz, to sobie postaw serwer i rozmawiaj w swojej bańce, tylko że tym sposobem daleko nie zajedziesz, Twojej babci nie będzie się chciało wybierać serwera, wybierać klienta, a potem rozkminiać, czy akurat jej program wspiera XEP-a od przesyłania kotków. To ma działać.  Ale XMPP wcale nie rozwiązuje tego problemu. On Ci co najwyżej rozwiąże problem rozmowy 1 do 1, chociaż jak ktoś Twojemu znajomemu ubije serwer, to potem on będzie musiał zmieniać konto, podawać wszystkim nowy adres i ogólnie ma spory problem. Chyba, że oczekujesz, że każdy z Twoich znajomych będzie miał własny serwer, ale to bez sensu. Ale jak chodzi o rozmowy grupowe, to one muszą odbywać się w jakimś pokoju hostowanym na jakimś serwerze. Co niby zrobisz, jak nagle właściciel pokoju odłączy wtyczkę? Przecież XMPP w ogóle przed tym nie chroni, a jak to się stanie, to ludzie muszą gdzieś zmigrować. To co, będziesz wtedy hostował pokój dla dziesiątek/setek ludzi? Będziesz go doglądał na wakacjach? Czy może jednak zlecisz to komuś z zewnątrz (co sugerujesz w tym temacie) i ryzykujesz, że wtedy ten ktoś znowu odłączy wtyczkę? Twoje rozwiązanie po prostu nie działa. Miało przynajmniej kilkanaście lat na sukces, w pewnym momencie miało wzięcie w postaci mocarnych graczy na rynku, ale potem Fb i GTalk poszli sobie, bo XMPP po prostu jest do niczego. Pomysł dobry tylko w teorii.  I już tak na marginesie dodam, że zarówno XMPP jak i inne federalizowane produkty cierpią na ten sam paradoks nadmiernego wyboru. Okej, dajesz ludziom wybór, dajesz i możliwość decydowania, ale tym samym zrzucasz na nich odpowiedzialność, a to w rozwijającej się cywilizacji nie działa. Ludzie nie chcą wyboru, ludzie chcą rozwiązań. Jak idziesz do lekarza, to chcesz od niego konkretnego leczenia i konkretnych efektów, a jak ten nagle zacznie Ci tłumaczyć meandry medycyny i rozpisze 10 różnych terapii, a potem każe wybrać, to zgłupiejesz. Lekarz nie może zrzucić na Ciebie odpowiedzialności, to on ma ją wziąć, bo on się kształcił, on ma wiedzę, on ma doświadczenie. Jasne, możesz wpłynąć na pewne elementy, ale zdecydowaną większość terapii ma za Ciebie sprecyzować właśnie lekarz prowadzący. Tak samo księgowy, on może dokładnie rozpisać Ci wszystkie możliwe scenariusze obliczania podatku, ale Ciebie interesuje odpowiedź na proste pytanie - ""mam tyle i tyle kosztów miesięcznie, jak to rozliczać, żeby oddać państwu jak najmniej"". Najlepsi specjaliści to właśnie ci ludzie, którzy wezmą odpowiedzialność za Ciebie i uwolnią Cię od paradoksu wyboru. Dlatego właśnie iPhone jest popularny, dlatego właśnie Windows jest popularny, dlatego właśnie XMPP umarł - bo dał ludziom wybór i zrzucił na nich odpowiedzialność.;"
